trp_player|Игрок
trp_british_horseguard_flag_bearer|Полк Королевской Конной Гвардии (Синие)
trp_british_arty_flag_bearer|Королевская пешая артиллерия
trp_british_ship_flag_bearer|Корабельный экипаж
trp_french_infantry_flag_bearer|45-й полк линейной пехоты
trp_french_infantry2_flag_bearer|84-й полк линейной пехоты (Один против десяти)
trp_french_infantry_vistula_flag_bearer|3-й полк Легиона Вислы
trp_french_old_guard_flag_bearer|1-й полк пеших гренадер Императорской Гвардии (Ворчуны)
trp_french_voltigeur_flag_bearer|15-й полк лeгкой пехоты
trp_french_hussar_flag_bearer|2-й гусарский полк
trp_french_lancer_flag_bearer|1-й полк шевольжер-улан Императорской Гвардии (Польские уланы)
trp_french_dragoon_flag_bearer|Драгунский полк Императорской Гвардии (Драгуны Императрицы)
trp_french_cuirassier_flag_bearer|9-й кирасирский полк
trp_french_carabineer_flag_bearer|1-й карабинерский полк
trp_french_grenadier_a_cheval_flag_bearer|Конно-гренадерский полк Императорской Гвардии
trp_french_arty_flag_bearer|Полк пешей артиллерии Старой Гвардии
trp_french_ship_flag_bearer|Корабельный экипаж
trp_prussian_infantry_flag_bearer|8-й Бранденбургский пехотный полк
trp_prussian_infantry2_flag_bearer|23-й Рейнский пехотный полк
trp_prussian_infantry_kurmark_flag_bearer|3-й полк Курмакского ландвера
trp_prussian_infantry_freikorps_flag_bearer|Вольный корпус фон Лютцова
trp_prussian_infantry_15_flag_bearer|1-й полк Пешей Гвардии
trp_prussian_infantry_rifle_flag_bearer|Силезский стрелковый батальон
trp_prussian_dragoon_flag_bearer|6-й Ноймаркский драгунский полк
trp_prussian_hussar_flag_bearer|1-й лейб-гусарский полк (Мертвая Голова)
trp_prussian_landwehr_cav_flag_bearer|Вестфальский полк кавалерии ландвера
trp_prussian_cuirassier_flag_bearer|3-й Бранденбургский кирасирский полк
trp_prussian_arty_flag_bearer|36-й полк пешей артиллерии
trp_russian_opol_flag_bearer|Санкт-Петербургское ополчение
trp_russian_infantry_flag_bearer|Симбирский пехотный полк
trp_russian_grenadier_flag_bearer|Павловский гренадерский полк
trp_russian_foot_guard_flag_bearer|Лейб-Гвардии Преображенский полк
trp_russian_infantry_rifle_flag_bearer|21-й егерский полк
trp_russian_hussar_flag_bearer|Сумской гусарский полк
trp_russian_uhlan_flag_bearer|Литовский Уланский Полк
trp_russian_cossack_flag_bearer|Донской Харитонова 7-го казачий полк
trp_russian_dragoon_flag_bearer|Киевский драгунский полк
trp_russian_horse_guard_flag_bearer|Кавалергардский полк
trp_russian_arty_flag_bearer|8-я батарейная рота
trp_austrian_infantry_flag_bearer|14-й пехотный полк эрцгерцога Рудольфа
trp_austrian_infantry2_flag_bearer|62-й пехотный полк барона фон Вакана
trp_austrian_grenzer_flag_bearer|3-й Огулинский граничарский полк
trp_austrian_grenadier_flag_bearer|Гренадерский батальон Парселла
trp_austrian_infantry_rifle_flag_bearer|2-й егерский батальон
trp_austrian_hussar_flag_bearer|4-й гусарский полк графа фон Гессен-Хомбурга
trp_austrian_uhlan_flag_bearer|2-й уланский полк Шварценберга
trp_austrian_light_horse_flag_bearer|2-й шевольжерский полк князя фон Гогенцоллерна
trp_austrian_dragoon_flag_bearer|5-й драгунский полк эрцгерцога Фердинанда
trp_austrian_cuirassier_flag_bearer|1-й кирасирский полк императора Франца
trp_austrian_arty_flag_bearer|7-й артиллерийский полк принца Лотарингского
trp_rhine_infantry_bavaria_flag_bearer|2-й пехотный полк Кронпринц, Бавария
trp_rhine_infantry_wurttemberg_flag_bearer|2-й пехотный полк Герцог Вильгельм, Вюрттемберг
trp_rhine_infantry_saxony_flag_bearer|Пехотный полк Принц Фридрих Август, Саксония
trp_rhine_infantry_wurttemberg2_flag_bearer| 4-й пехотный полк фон Фракемон, Вюрттемберг
trp_rhine_grenadier_guard_flag_bearer|Гвардейский гренадерский полк, Вестфалия
trp_rhine_light_infantry_hessen_flag_bearer|Пехотный полк Гросс унд Ербпринц, Гессен-Дармштадт
trp_rhine_light_infantry_bavaria_flag_bearer| 7-й батальон легкой пехоты, Бавария
trp_rhine_mounted_jaeger_flag_bearer|Конно-егерский полк, Нассау
trp_rhine_uhlan_flag_bearer|Уланский полк Принц Клеменс, Саксония
trp_rhine_light_dragoon_flag_bearer| Легкий драгунский полк, Баден
trp_rhine_cuirassier_flag_bearer|1-й кирасирский полк, Вестфалия
trp_rhine_garde_du_corps_flag_bearer|Полк Гард дю Кор, Саксония
trp_rhine_arty_flag_bearer|Артиллерийский полк, Бавария
trp_british_infantry_flag_bearer_pl|Знаменосец
trp_british_infantry2_flag_bearer_pl|Знаменосец
trp_british_highlander_flag_bearer_pl|Знаменосец
trp_british_foot_guard_flag_bearer_pl|Знаменосец
trp_british_light_infantry_flag_bearer_pl|Знаменосец
trp_british_rifle_flag_bearer_pl|Знаменосец
trp_british_hussar_flag_bearer_pl|Знаменосец
trp_british_light_dragoon_flag_bearer_pl|Знаменосец
trp_british_dragoon_flag_bearer_pl|Знаменосец
trp_british_horseguard_flag_bearer_pl|Знаменосец
trp_british_arty_flag_bearer_pl|Знаменосец
trp_british_ship_flag_bearer_pl|Знаменосец
trp_french_infantry_flag_bearer_pl|Орлоносец
trp_french_infantry2_flag_bearer_pl|Орлоносец
trp_french_infantry_vistula_flag_bearer_pl|Орлоносец
trp_french_old_guard_flag_bearer_pl|Орлоносец
trp_french_voltigeur_flag_bearer_pl|Орлоносец
trp_french_hussar_flag_bearer_pl|Орлоносец
trp_french_lancer_flag_bearer_pl|Орлоносец
trp_french_dragoon_flag_bearer_pl|Орлоносец
trp_french_cuirassier_flag_bearer_pl|Орлоносец
trp_french_carabineer_flag_bearer_pl|Орлоносец
trp_french_grenadier_a_cheval_flag_bearer_pl|Орлоносец
trp_french_arty_flag_bearer_pl|Орлоносец
trp_french_ship_flag_bearer_pl|Орлоносец
trp_prussian_infantry_flag_bearer_pl|Знаменосец
trp_prussian_infantry2_flag_bearer_pl|Знаменосец
trp_prussian_infantry_kurmark_flag_bearer_pl|Знаменосец
trp_prussian_infantry_freikorps_flag_bearer_pl|Знаменосец
trp_prussian_infantry_15_flag_bearer_pl|Знаменосец
trp_prussian_infantry_rifle_flag_bearer_pl|Знаменосец
trp_prussian_dragoon_flag_bearer_pl|Знаменосец
trp_prussian_hussar_flag_bearer_pl|Знаменосец
trp_prussian_landwehr_cav_flag_bearer_pl|Знаменосец
trp_prussian_cuirassier_flag_bearer_pl|Знаменосец
trp_prussian_arty_flag_bearer_pl|Знаменосец
trp_russian_opol_flag_bearer_pl|Знаменосец
trp_russian_infantry_flag_bearer_pl|Знаменосец
trp_russian_grenadier_flag_bearer_pl|Знаменосец
trp_russian_foot_guard_flag_bearer_pl|Знаменосец
trp_russian_infantry_rifle_flag_bearer_pl|Знаменосец
trp_russian_hussar_flag_bearer_pl|Знаменосец
trp_russian_uhlan_flag_bearer_pl|Знаменосец
trp_russian_cossack_flag_bearer_pl|Знаменосец
trp_russian_dragoon_flag_bearer_pl|Знаменосец
trp_russian_horse_guard_flag_bearer_pl|Знаменосец
trp_russian_arty_flag_bearer_pl|Знаменосец
trp_austrian_infantry_flag_bearer_pl|Знаменосец
trp_austrian_infantry2_flag_bearer_pl|Знаменосец
trp_austrian_grenzer_flag_bearer_pl|Знаменосец
trp_austrian_grenadier_flag_bearer_pl|Знаменосец
trp_austrian_infantry_rifle_flag_bearer_pl|Знаменосец
trp_austrian_hussar_flag_bearer_pl|Знаменосец
trp_austrian_uhlan_flag_bearer_pl|Знаменосец
trp_austrian_light_horse_flag_bearer_pl|Знаменосец
trp_austrian_dragoon_flag_bearer_pl|Знаменосец
trp_austrian_cuirassier_flag_bearer_pl|Знаменосец
trp_austrian_arty_flag_bearer_pl|Знаменосец
trp_rhine_infantry_bavaria_flag_bearer_pl|Знаменосец
trp_rhine_infantry_wurttemberg_flag_bearer_pl|Знаменосец
trp_rhine_infantry_saxony_flag_bearer_pl|Знаменосец
trp_rhine_infantry_wurttemberg2_flag_bearer_pl|Знаменосец
trp_rhine_grenadier_guard_flag_bearer_pl|Знаменосец
trp_rhine_light_infantry_hessen_flag_bearer_pl|Знаменосец
trp_rhine_light_infantry_bavaria_flag_bearer_pl|Знаменосец
trp_rhine_mounted_jaeger_flag_bearer_pl|Знаменосец
trp_rhine_uhlan_flag_bearer_pl|Знаменосец
trp_rhine_light_dragoon_flag_bearer_pl|Знаменосец
trp_rhine_cuirassier_flag_bearer_pl|Знаменосец
trp_rhine_garde_du_corps_flag_bearer_pl|Знаменосец
trp_rhine_arty_flag_bearer_pl|Знаменосец
trp_brit_canadian_infantry|Канадская колониальная пехота
trp_brit_canadian_infantry_pl|Линейная пехота
trp_brit_canadian_infantry_flag_bearer|Канадская колониальная пехота
trp_brit_canadian_infantry_flag_bearer_pl|Знаменосец
trp_brit_canadian_infantry_nco|Канадская колониальная пехота
trp_brit_canadian_infantry_nco_pl|Сержант
trp_brit_canadian_infantry_officer|Канадская колониальная пехота
trp_brit_canadian_infantry_officer_pl|Офицер
trp_brit_canadian_infantry_drum|Канадская колониальная пехота
trp_brit_canadian_infantry_drum_pl|Барабанщик
trp_brit_canadian_infantry_flute|Канадская колониальная пехота
trp_brit_canadian_infantry_flute_pl|Флейтист
trp_british_infantry14|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_pl|Линейная пехота
trp_british_infantry14_flag_bearer|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_flag_bearer_pl|Знаменосец
trp_british_infantry14_nco|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_nco_pl|Сержант
trp_british_infantry14_officer|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_officer_pl|Офицер
trp_british_infantry14_drum|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_drum_pl|Барабанщик
trp_british_infantry14_flute|14-й пехотный полк (Бакингемшир)
trp_british_infantry14_flute_pl|Флейтист
trp_british_highlander78|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_pl|Линейная пехота
trp_british_highlander78_flag_bearer|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_flag_bearer_pl|Знаменосец
trp_british_highlander78_nco|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_nco_pl|Сержант
trp_british_highlander78_officer|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_officer_pl|Офицер
trp_british_highlander78_drum|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_drum_pl|Барабанщик
trp_british_highlander78_pipes|78-й пехотный полк (Россшир Баффс)
trp_british_highlander78_pipes_pl|Волынщик
trp_brit_indian|5-й Западно-Индийский пехотный полк
trp_brit_indian_pl|Пешая гвардия
trp_brit_indian_flag_bearer|5-й Западно-Индийский пехотный полк
trp_brit_indian_flag_bearer_pl|Знаменосец
trp_brit_indian_nco|5-й Западно-Индийский пехотный полк
trp_brit_indian_nco_pl|Сержант
trp_brit_indian_officer|5-й Западно-Индийский пехотный полк
trp_brit_indian_officer_pl|Офицер
trp_brit_indian_drum|5-й Западно-Индийский пехотный полк
trp_brit_indian_drum_pl|Барабанщик
trp_brit_indian_flute|5-й Западно-Индийский пехотный полк
trp_brit_indian_flute_pl|Флейтист
trp_brit_canadian_horsemen|Канадская колониальная легкая кавалерия
trp_brit_canadian_horsemen_pl|Гусары
trp_brit_canadian_horsemen_flag_bearer|Канадская колониальная легкая кавалерия
trp_brit_canadian_horsemen_flag_bearer_pl|Знаменосец
trp_brit_canadian_horsemen_nco|Канадская колониальная легкая кавалерия
trp_brit_canadian_horsemen_nco_pl|Сержант
trp_brit_canadian_horsemen_officer|Канадская колониальная легкая кавалерия
trp_brit_canadian_horsemen_officer_pl|Офицер
trp_brit_canadian_horsemen_trumpet|Канадская колониальная легкая кавалерия
trp_brit_canadian_horsemen_trumpet_pl|Трубач
trp_brit_horseart|Королевская конная артиллерия
trp_brit_horseart_pl|Конная артиллерия
trp_brit_horseart_guard|Королевская конная артиллерия
trp_brit_horseart_guard_pl|Вооруженные артиллеристы
trp_brit_horseart_flag_bearer|Королевская конная артиллерия
trp_brit_horseart_flag_bearer_pl|Знаменосец
trp_brit_horseart_nco|Королевская конная артиллерия
trp_brit_horseart_nco_pl|Ездовой артиллерийского поезда
trp_brit_horseart_officer|Королевская конная артиллерия
trp_brit_horseart_officer_pl|Офицер
trp_french_infantry_swiss|4-й швейцарский пехотный полк
trp_french_infantry_swiss_pl|Линейная пехота
trp_french_infantry_swiss_flag_bearer|4-й швейцарский пехотный полк
trp_french_infantry_swiss_flag_bearer_pl|Знаменосец
trp_french_infantry_swiss_nco|4-й швейцарский пехотный полк
trp_french_infantry_swiss_nco_pl|Сержант
trp_french_infantry_swiss_officer|4-й швейцарский пехотный полк
trp_french_infantry_swiss_officer_pl|Офицер
trp_french_infantry_swiss_drum|4-й швейцарский пехотный полк
trp_french_infantry_swiss_drum_pl|Барабанщик
trp_french_infantry_swiss_flute|4-й швейцарский пехотный полк
trp_french_infantry_swiss_flute_pl|Флейтист
trp_french_infantry_1er|1-й полк линейной пехоты
trp_french_infantry_1er_pl|Линейная пехота
trp_french_infantry_1er_flag_bearer|1-й полк линейной пехоты
trp_french_infantry_1er_flag_bearer_pl|Знаменосец
trp_french_infantry_1er_nco|1-й полк линейной пехоты
trp_french_infantry_1er_nco_pl|Сержант
trp_french_infantry_1er_officer|1-й полк линейной пехоты
trp_french_infantry_1er_officer_pl|Офицер
trp_french_infantry_1er_drum|1-й полк линейной пехоты
trp_french_infantry_1er_drum_pl|Барабанщик
trp_french_infantry_1er_flute|1-й полк линейной пехоты
trp_french_infantry_1er_flute_pl|Флейтист
trp_french_infantry3|3-й полк линейной пехоты
trp_french_infantry3_pl|Линейная пехота
trp_french_infantry3_flag_bearer|3-й полк линейной пехоты
trp_french_infantry3_flag_bearer_pl|Знаменосец
trp_french_infantry3_nco|3-й полк линейной пехоты
trp_french_infantry3_nco_pl|Сержант
trp_french_infantry3_officer|3-й полк линейной пехоты
trp_french_infantry3_officer_pl|Офицер
trp_french_infantry3_drum|3-й полк линейной пехоты
trp_french_infantry3_drum_pl|Барабанщик
trp_french_infantry3_flute|3-й полк линейной пехоты
trp_french_infantry3_flute_pl|Флейтист
trp_french_infantry14|14-й полк линейной пехоты
trp_french_infantry14_pl|Линейная пехота
trp_french_infantry14_flag_bearer|14-й полк линейной пехоты
trp_french_infantry14_flag_bearer_pl|Знаменосец
trp_french_infantry14_nco|14-й полк линейной пехоты
trp_french_infantry14_nco_pl|Сержант
trp_french_infantry14_officer|14-й полк линейной пехоты
trp_french_infantry14_officer_pl|Офицер
trp_french_infantry14_drum|14-й полк линейной пехоты
trp_french_infantry14_drum_pl|Барабанщик
trp_french_infantry14_flute|14-й полк линейной пехоты
trp_french_infantry14_flute_pl|Флейтист
trp_french_infantry65|65-й полк линейной пехоты
trp_french_infantry65_pl|Линейная пехота
trp_french_infantry65_flag_bearer|65-й полк линейной пехоты
trp_french_infantry65_flag_bearer_pl|Знаменосец
trp_french_infantry65_nco|65-й полк линейной пехоты
trp_french_infantry65_nco_pl|Сержант
trp_french_infantry65_officer|65-й полк линейной пехоты
trp_french_infantry65_officer_pl|Офицер
trp_french_infantry65_drum|65-й полк линейной пехоты
trp_french_infantry65_drum_pl|Барабанщик
trp_french_infantry65_flute|65-й полк линейной пехоты
trp_french_infantry65_flute_pl|Флейтист
trp_french_guard_marines|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_pl|Пешая гвардия
trp_french_guard_marines_flag_bearer|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_flag_bearer_pl|Знаменосец
trp_french_guard_marines_nco|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_nco_pl|Сержант
trp_french_guard_marines_officer|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_officer_pl|Офицер
trp_french_guard_marines_drum|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_drum_pl|Барабанщик
trp_french_guard_marines_flute|Имперский гвардейский полк морской пехоты
trp_french_guard_marines_flute_pl|Флейтист
trp_french_gendarme|Легион Имперской жандармерии
trp_french_gendarme_pl|Пешая гвардия
trp_french_gendarme_flag_bearer|Легион Имперской жандармерии
trp_french_gendarme_flag_bearer_pl|Знаменосец
trp_french_gendarme_nco|Легион Имперской жандармерии
trp_french_gendarme_nco_pl|Сержант
trp_french_gendarme_officer|Легион Имперской жандармерии
trp_french_gendarme_officer_pl|Офицер
trp_french_gendarme_drum|Легион Имперской жандармерии
trp_french_gendarme_drum_pl|Барабанщик
trp_french_gendarme_flute|Легион Имперской жандармерии
trp_french_gendarme_flute_pl|Флейтист
trp_french_guard_light|1-й вольтижерский полк Императорской гвардии
trp_french_guard_light_pl|Лeгкая пехота
trp_french_guard_light_flag_bearer|1-й вольтижерский полк Императорской гвардии
trp_french_guard_light_flag_bearer_pl|Знаменосец
trp_french_guard_light_nco|1-й вольтижерский полк Императорской гвардии
trp_french_guard_light_nco_pl|Сержант
trp_french_guard_light_officer|1-й вольтижерский полк Императорской гвардии
trp_french_guard_light_officer_pl|Офицер
trp_french_guard_light_horn|1-й вольтижерский полк Императорской гвардии
trp_french_guard_light_horn_pl|Горнист
trp_french_corses|Корсиканский стрелковый батальон
trp_french_corses_pl|Стрелки
trp_french_corses_flag_bearer|Корсиканский стрелковый батальон
trp_french_corses_flag_bearer_pl|Знаменосец
trp_french_corses_nco|Корсиканский стрелковый батальон
trp_french_corses_nco_pl|Сержант
trp_french_corses_officer|Корсиканский стрелковый батальон
trp_french_corses_officer_pl|Офицер
trp_french_corses_horn|Корсиканский стрелковый батальон
trp_french_corses_horn_pl|Горнист
trp_french_foot_dragoon|28-й пехотный драгунский полк
trp_french_foot_dragoon_pl|Стрелки
trp_french_foot_dragoon_flag_bearer|28-й пехотный драгунский полк
trp_french_foot_dragoon_flag_bearer_pl|Знаменосец
trp_french_foot_dragoon_nco|28-й пехотный драгунский полк
trp_french_foot_dragoon_nco_pl|Сержант
trp_french_foot_dragoon_officer|28-й пехотный драгунский полк
trp_french_foot_dragoon_officer_pl|Офицер
trp_french_foot_dragoon_horn|28-й пехотный драгунский полк
trp_french_foot_dragoon_horn_pl|Горнист
trp_french_hussar5|5-й гусарский полк
trp_french_hussar5_pl|Гусары
trp_french_hussar5_flag_bearer|5-й гусарский полк
trp_french_hussar5_flag_bearer_pl|Знаменосец
trp_french_hussar5_nco|5-й гусарский полк
trp_french_hussar5_nco_pl|Сержант
trp_french_hussar5_officer|5-й гусарский полк
trp_french_hussar5_officer_pl|Офицер
trp_french_hussar5_trumpet|5-й гусарский полк
trp_french_hussar5_trumpet_pl|Трубач
trp_french_mounted_chasseur|Егеря кавалерского гвардейского полка
trp_french_mounted_chasseur_pl|Драгуны
trp_french_mounted_chasseur_flag_bearer|Егеря кавалерского гвардейского полка
trp_french_mounted_chasseur_flag_bearer_pl|Знаменосец
trp_french_mounted_chasseur_nco|Егеря кавалерского гвардейского полка
trp_french_mounted_chasseur_nco_pl|Сержант
trp_french_mounted_chasseur_officer|Егеря кавалерского гвардейского полка
trp_french_mounted_chasseur_officer_pl|Офицер
trp_french_mounted_chasseur_trumpet|Егеря кавалерского гвардейского полка
trp_french_mounted_chasseur_trumpet_pl|Трубач
trp_french_horseart|французская конная артиллерия
trp_french_horseart_pl|Конная артиллерия
trp_french_horseart_guard|французская конная артиллерия
trp_french_horseart_guard_pl|Вооруженные артиллеристы
trp_french_horseart_flag_bearer|французская конная артиллерия
trp_french_horseart_flag_bearer_pl|Знаменосец
trp_french_horseart_nco|французская конная артиллерия
trp_french_horseart_nco_pl|Ездовой артиллерийского поезда
trp_french_horseart_officer|французская конная артиллерия
trp_french_horseart_officer_pl|Офицер
trp_pruss_brun|Брансуикский пехотный полк
trp_pruss_brun_pl|Пешая гвардия
trp_pruss_brun_flag_bearer|Брансуикский пехотный полк
trp_pruss_brun_flag_bearer_pl|Знаменосец
trp_pruss_brun_nco|Брансуикский пехотный полк
trp_pruss_brun_nco_pl|Сержант
trp_pruss_brun_officer|Брансуикский пехотный полк
trp_pruss_brun_officer_pl|Офицер
trp_pruss_brun_drum|Брансуикский пехотный полк
trp_pruss_brun_drum_pl|Барабанщик
trp_pruss_brun_flute|Брансуикский пехотный полк
trp_pruss_brun_flute_pl|Флейтист
trp_pruss_freiw|1. Силезский Ландвер, Охотники-добровольцы
trp_pruss_freiw_pl|Лeгкая пехота
trp_pruss_freiw_flag_bearer|1. Силезский Ландвер, Охотники-добровольцы
trp_pruss_freiw_flag_bearer_pl|Знаменосец
trp_pruss_freiw_nco|1. Силезский Ландвер, Охотники-добровольцы
trp_pruss_freiw_nco_pl|Сержант
trp_pruss_freiw_officer|1. Силезский Ландвер, Охотники-добровольцы
trp_pruss_freiw_officer_pl|Офицер
trp_pruss_freiw_horn|1. Силезский Ландвер, Охотники-добровольцы
trp_pruss_freiw_horn_pl|Горнист
trp_pruss_cav_silesian|1-й Силезский Курсасский полк
trp_pruss_cav_silesian_pl|Кирасиры
trp_pruss_cav_silesian_flag_bearer|1-й Силезский Курсасский полк
trp_pruss_cav_silesian_flag_bearer_pl|Знаменосец
trp_pruss_cav_silesian_nco|1-й Силезский Курсасский полк
trp_pruss_cav_silesian_nco_pl|Сержант
trp_pruss_cav_silesian_officer|1-й Силезский Курсасский полк
trp_pruss_cav_silesian_officer_pl|Офицер
trp_pruss_cav_silesian_trumpet|1-й Силезский Курсасский полк
trp_pruss_cav_silesian_trumpet_pl|Трубач
trp_pruss_horseart|20-й Установленная батарея
trp_pruss_horseart_pl|Конная артиллерия
trp_pruss_horseart_guard|20-й Установленная батарея
trp_pruss_horseart_guard_pl|Вооруженные артиллеристы
trp_pruss_horseart_flag_bearer|20-й Установленная батарея
trp_pruss_horseart_flag_bearer_pl|Знаменосец
trp_pruss_horseart_nco|20-й Установленная батарея
trp_pruss_horseart_nco_pl|Ездовой артиллерийского поезда
trp_pruss_horseart_officer|20-й Установленная батарея
trp_pruss_horseart_officer_pl|Офицер
trp_russian_butyrskiy_infantry|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_pl|Линейная пехота
trp_russian_butyrskiy_infantry_flag_bearer|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_flag_bearer_pl|Знаменосец
trp_russian_butyrskiy_infantry_nco|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_nco_pl|Сержант
trp_russian_butyrskiy_infantry_officer|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_officer_pl|Офицер
trp_russian_butyrskiy_infantry_drum|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_drum_pl|Барабанщик
trp_russian_butyrskiy_infantry_flute|Бутырский пехотный полк
trp_russian_butyrskiy_infantry_flute_pl|Флейтист
trp_russian_internal_guard|Русский Внутренняя стража
trp_russian_internal_guard_pl|Линейная пехота
trp_russian_internal_guard_flag_bearer|Русский Внутренняя стража
trp_russian_internal_guard_flag_bearer_pl|Знаменосец
trp_russian_internal_guard_nco|Русский Внутренняя стража
trp_russian_internal_guard_nco_pl|Сержант
trp_russian_internal_guard_officer|Русский Внутренняя стража
trp_russian_internal_guard_officer_pl|Офицер
trp_russian_internal_guard_drum|Русский Внутренняя стража
trp_russian_internal_guard_drum_pl|Барабанщик
trp_russian_internal_guard_flute|Русский Внутренняя стража
trp_russian_internal_guard_flute_pl|Флейтист
trp_russian_litovski_guard|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_pl|Пешая гвардия
trp_russian_litovski_guard_flag_bearer|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_flag_bearer_pl|Знаменосец
trp_russian_litovski_guard_nco|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_nco_pl|Сержант
trp_russian_litovski_guard_officer|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_officer_pl|Офицер
trp_russian_litovski_guard_drum|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_drum_pl|Барабанщик
trp_russian_litovski_guard_flute|Лейб-Гвардий Литовский Польк
trp_russian_litovski_guard_flute_pl|Флейтист
trp_russian_finnish_jaeger|Финляндский Лейб-Егерский Полк
trp_russian_finnish_jaeger_pl|Лeгкая пехота
trp_russian_finnish_jaeger_flag_bearer|Финляндский Лейб-Егерский Полк
trp_russian_finnish_jaeger_flag_bearer_pl|Знаменосец
trp_russian_finnish_jaeger_nco|Финляндский Лейб-Егерский Полк
trp_russian_finnish_jaeger_nco_pl|Сержант
trp_russian_finnish_jaeger_officer|Финляндский Лейб-Егерский Полк
trp_russian_finnish_jaeger_officer_pl|Офицер
trp_russian_finnish_jaeger_horn|Финляндский Лейб-Егерский Полк
trp_russian_finnish_jaeger_horn_pl|Горнист
trp_russian_glukhovskiy_cuirassier|Глуховский Кирасирский Полк
trp_russian_glukhovskiy_cuirassier_pl|Кирасиры
trp_russian_glukhovskiy_cuirassier_flag_bearer|Глуховский Кирасирский Полк
trp_russian_glukhovskiy_cuirassier_flag_bearer_pl|Знаменосец
trp_russian_glukhovskiy_cuirassier_nco|Глуховский Кирасирский Полк
trp_russian_glukhovskiy_cuirassier_nco_pl|Сержант
trp_russian_glukhovskiy_cuirassier_officer|Глуховский Кирасирский Полк
trp_russian_glukhovskiy_cuirassier_officer_pl|Офицер
trp_russian_glukhovskiy_cuirassier_trumpet|Глуховский Кирасирский Полк
trp_russian_glukhovskiy_cuirassier_trumpet_pl|Трубач
trp_nwe_rus_horse_arty|4-я Конно-Артиллерийская Рота
trp_nwe_rus_horse_arty_pl|Конная артиллерия
trp_nwe_rus_horse_arty_guard|4-я Конно-Артиллерийская Рота
trp_nwe_rus_horse_arty_guard_pl|Вооруженные артиллеристы
trp_nwe_rus_horse_arty_flag_bearer|4-я Конно-Артиллерийская Рота
trp_nwe_rus_horse_arty_flag_bearer_pl|Знаменосец
trp_nwe_rus_horse_arty_nco|4-я Конно-Артиллерийская Рота
trp_nwe_rus_horse_arty_nco_pl|Ездовой артиллерийского поезда
trp_nwe_rus_horse_arty_officer|4-я Конно-Артиллерийская Рота
trp_nwe_rus_horse_arty_officer_pl|Офицер
trp_austrian_4|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_pl|Линейная пехота
trp_austrian_4_flag_bearer|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_flag_bearer_pl|Знаменосец
trp_austrian_4_nco|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_nco_pl|Сержант
trp_austrian_4_officer|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_officer_pl|Офицер
trp_austrian_4_drum|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_drum_pl|Барабанщик
trp_austrian_4_flute|4-й пехотный полк Хох и Дойчмайстер
trp_austrian_4_flute_pl|Флейтист
trp_austrian_11|11-й пехотный полк Райнер
trp_austrian_11_pl|Линейная пехота
trp_austrian_11_flag_bearer|11-й пехотный полк Райнер
trp_austrian_11_flag_bearer_pl|Знаменосец
trp_austrian_11_nco|11-й пехотный полк Райнер
trp_austrian_11_nco_pl|Сержант
trp_austrian_11_officer|11-й пехотный полк Райнер
trp_austrian_11_officer_pl|Офицер
trp_austrian_11_drum|11-й пехотный полк Райнер
trp_austrian_11_drum_pl|Барабанщик
trp_austrian_11_flute|11-й пехотный полк Райнер
trp_austrian_11_flute_pl|Флейтист
trp_austrian_24|24-й пехотный полк фон Штраух
trp_austrian_24_pl|Линейная пехота
trp_austrian_24_flag_bearer|24-й пехотный полк фон Штраух
trp_austrian_24_flag_bearer_pl|Знаменосец
trp_austrian_24_nco|24-й пехотный полк фон Штраух
trp_austrian_24_nco_pl|Сержант
trp_austrian_24_officer|24-й пехотный полк фон Штраух
trp_austrian_24_officer_pl|Офицер
trp_austrian_24_drum|24-й пехотный полк фон Штраух
trp_austrian_24_drum_pl|Барабанщик
